#Wave		#Intensity
1318.707031	1063.017822
1317.582031	996.864319
1316.455078	1005.807861
1315.328125	1032.990723
1314.201172	1030.524780
1313.072266	1005.264526
1311.945313	989.129700
1310.816406	1052.754761
1309.689453	1061.678223
1308.560547	974.927795
1307.431641	1011.191345
1306.304688	979.130310
1305.175781	1008.549988
1304.046875	1047.063843
1302.916016	1035.495850
1301.787109	1073.990845
1300.658203	971.422302
1299.527344	964.423157
1298.398438	968.797363
1297.267578	1045.930298
1296.136719	998.000977
1295.005859	1018.277100
1293.875000	1006.730469
1292.744141	1006.548523
1291.613281	1013.181641
1290.480469	1010.727173
1289.349609	1044.607666
1288.216797	1055.771118
1287.085938	1044.229736
1285.953125	994.108459
1284.820313	1027.967163
1283.687500	1052.738281
1282.554688	1004.910767
1281.421875	993.388733
1280.289063	956.927246
1279.154297	965.822632
1278.021484	995.115784
1276.886719	1026.664551
1275.753906	987.957214
1274.619141	980.981506
1273.484375	1001.189819
1272.349609	942.125427
1271.214844	989.505127
1270.078125	941.783630
1268.943359	955.193726
1267.808594	1011.597351
1266.671875	977.473694
1265.535156	941.100098
1264.400391	1022.355774
1263.263672	931.712524
1262.126953	969.980774
1260.990234	983.368225
1259.853516	958.327271
1258.714844	1003.348999
1257.578125	915.050598
1256.441406	1016.538025
1255.302734	944.079163
1254.164063	1002.619385
1253.025391	959.539917
1251.886719	930.020081
1250.748047	979.503052
1249.609375	907.116455
1248.470703	956.585510
1247.332031	990.246582
1246.191406	944.960754
1245.052734	1012.434570
1243.912109	980.687805
1242.771484	908.379700
1241.630859	987.091309
1240.490234	991.417847
1239.349609	957.444885
1238.208984	991.056335
1237.068359	1008.891479
1235.925781	990.694824
1234.785156	972.504761
1233.642578	1003.837891
1232.501953	1003.654724
1231.359375	996.721680
1230.216797	931.303467
1229.074219	933.382568
1227.931641	951.201721
1226.787109	993.745544
1225.644531	971.085144
1224.500000	1018.104614
1223.357422	939.271423
1222.212891	975.046143
1221.068359	999.576477
1219.925781	983.672913
1218.781250	902.657959
1217.634766	936.167969
1216.490234	958.442688
1215.345703	976.220764
1214.199219	962.579468
1213.054688	946.699707
1211.908203	933.068665
1210.761719	1067.450439
1209.617188	995.506653
1208.470703	923.589233
1207.322266	986.176758
1206.175781	954.623413
1205.029297	938.765076
1203.882813	940.833069
1202.734375	1028.007568
1201.585938	929.291809
1200.439453	958.226379
1199.291016	1020.726868
1198.142578	975.779053
1196.994141	919.659668
1195.845703	991.081421
1194.695313	986.425903
1193.546875	984.008484
1192.398438	977.119873
1191.248047	965.762634
1190.097656	938.763428
1188.947266	911.774109
1187.798828	929.481201
1186.648438	962.819153
1185.496094	973.809753
1184.345703	928.968811
1183.195313	875.213501
1182.042969	919.698059
1180.892578	937.383850
1179.740234	966.220337
1178.587891	914.728577
1177.435547	916.790894
1176.283203	936.694153
1175.130859	949.900635
1173.978516	934.119934
1172.826172	982.985718
1171.671875	969.433228
1170.519531	933.603943
1169.365234	946.798462
1168.210938	1020.126587
1167.056641	933.087952
1165.902344	955.181274
1164.748047	937.196228
1163.593750	963.731934
1162.439453	896.795227
1161.283203	925.553406
1160.128906	918.709229
1158.972656	936.332275
1157.818359	925.041199
1156.662109	920.423950
1155.505859	906.917053
1154.349609	904.527222
1153.191406	884.362061
1152.035156	908.636353
1150.878906	926.238098
1149.720703	932.729309
1148.564453	892.590271
1147.406250	947.924377
1146.248047	907.797241
1145.089844	949.793152
1143.931641	958.492493
1142.773438	885.110596
1141.615234	873.857300
1140.455078	915.828247
1139.296875	944.480957
1138.136719	955.389587
1136.976563	970.726685
1135.818359	950.604248
1134.658203	939.351013
1133.498047	985.692932
1132.335938	1009.871338
1131.175781	905.615967
1130.015625	923.158691
1128.853516	920.774231
1127.693359	951.585510
1126.531250	1042.124878
1125.369141	946.808411
1124.207031	986.444580
1123.044922	924.343872
1121.882813	877.742737
1120.720703	924.001038
1119.556641	928.249878
1118.394531	921.448547
1117.230469	910.231018
1116.068359	958.657654
1114.904297	918.727051
1113.740234	934.013000
1112.576172	907.347656
1111.412109	871.863159
1110.246094	971.008972
1109.082031	906.842163
1107.917969	866.965332
1106.751953	869.009827
1105.585938	904.131470
1104.421875	873.096375
1103.255859	901.591003
1102.089844	866.159851
1100.921875	848.370300
1099.755859	823.977844
1098.589844	995.638245
1097.421875	850.099243
1096.255859	825.719910
1095.087891	902.619080
1093.919922	900.249939
1092.751953	919.888550
1091.583984	906.515564
1090.416016	919.546021
1089.248047	969.962341
1088.080078	938.994934
1086.910156	897.045776
1085.740234	960.627319
1084.572266	892.315796
1083.402344	964.664063
1082.232422	957.893250
1081.062500	883.030457
1079.892578	931.181824
1078.722656	1003.468689
1077.550781	987.913940
1076.380859	1029.433716
1075.208984	1086.299805
1074.037109	1007.108215
1072.867188	1074.925781
1071.695313	1127.364624
1070.523438	1210.484619
1069.349609	1140.098633
1068.177734	1150.846191
1067.005859	1054.197266
1065.832031	1016.748779
