#Wave	#Intensity
680.107422	325.746735
678.861328	309.192871
677.613281	329.741364
676.367188	327.616516
675.119141	304.891693
673.871094	323.369232
672.623047	308.891174
671.375000	290.300995
670.126953	321.121338
668.876953	292.245667
667.628906	300.419220
666.378906	351.792114
665.128906	290.017517
663.880859	294.073761
662.630859	273.455688
661.380859	293.958771
660.128906	322.674866
658.878906	318.502045
657.626953	322.548645
656.376953	299.891022
655.125000	336.798004
653.873047	295.667206
652.621094	314.084930
651.369141	277.079529
650.117188	326.274231
648.865234	299.539063
647.611328	322.044006
646.357422	362.997650
645.105469	354.724823
643.851563	342.355164
642.597656	340.238464
641.343750	344.270264
640.089844	348.300446
638.833984	348.232208
637.580078	344.067902
636.324219	348.095703
635.068359	366.452454
633.812500	376.614685
632.556641	429.747711
631.300781	360.098877
630.044922	388.666840
628.789063	441.766144
627.531250	382.379913
626.275391	398.660187
625.017578	423.110046
623.759766	410.765350
622.501953	424.987183
621.244141	441.246185
619.986328	365.590546
618.726563	357.350739
617.468750	422.611877
616.208984	440.899658
614.949219	416.323425
613.689453	401.958832
612.429688	397.799866
611.169922	418.117645
609.910156	454.741028
608.648438	434.263672
607.388672	448.447052
606.126953	425.940918
604.867188	489.022583
603.605469	444.108154
602.343750	458.278320
601.080078	482.624878
599.818359	488.637878
598.556641	458.007874
597.292969	445.706573
596.031250	455.792786
594.767578	461.806213
593.503906	437.307434
592.240234	433.154144
590.976563	437.135223
589.710938	422.819611
588.447266	449.157318
587.181641	388.109253
585.917969	422.569733
584.652344	410.299347
583.386719	406.156921
582.121094	414.198364
580.855469	426.296631
579.587891	426.212555
578.322266	442.361969
577.054688	448.361084
575.787109	425.960419
574.521484	423.848389
573.253906	433.902679
571.986328	454.088898
570.716797	437.785004
569.449219	423.513916
568.179688	474.079865
566.912109	445.628113
565.642578	431.363831
564.373047	437.352997
563.103516	451.437286
561.833984	489.803772
560.564453	457.329681
559.292969	459.262482
558.023438	495.581818
556.751953	483.349548
555.482422	499.429871
554.210938	458.899475
552.939453	529.550171
551.666016	499.133667
550.394531	553.585327
549.123047	531.255981
547.849609	519.033386
546.578125	545.180115
545.304688	571.316406
544.031250	613.589478
542.757813	643.737793
541.484375	627.469666
540.208984	625.328247
538.935547	673.607361
